Sr. No.,Job Title,Company Name,Experience Required,Salary,Location,Job Description,Key Skills
180,      Java developer required 12-11-2019 ,    sanity 1,1 - 6 yrs,₹Rs 2.20 - 9.40 Lacs p.a.,Chittoor,"Application ProgrammingSuggested KeySkills:Designing ,  coding ,  testing ,  debugging ,  documentingDescription:Responsibilities:Designing ,  coding ,  testing ,  debugging ,","java  ,  Jsp  ,  Jdbc  ,  Servlets  ,  J2ee  ,  c ++  ,  C  ,  Html"
181,      Store General Manager ,    HRM Solution,0 - 1 yrs,₹Rs 1.80 - 5.10 Lacs p.a.,"Bengaluru / Bangalore,  Belgaum,  Mangalore,  Mysoru / Mysore,  Kannur","Hiring for Britannia Manufacturing Plant.Job Profile      - Production ad Quality Engineer , SENIOR SUPERVISORCompany       -  Manufacturing PlantExperience    -  fresher to 6","Store Maintenance  ,  Raw Material  ,  Store  ,  Database  ,  Stores  ,  Logistics  ,  Supply Chain  ,  Project Coordination  ,  Support Delivery Operations"
182,      Java Developer ,    Gratitude India,3 - 6 yrs,₹Rs 13.00 - 16.00 Lacs p.a.,"Bengaluru / Bangalore,  Delhi,  Hyderabad/Secunderabad,  Mumbai,  Pune",Job Location - Hyderabad  &  BangaloreBangalore - Distance within 8 - 10 KMs HybridHyderabad - Work From OfficeCTC - 12 - 30 lacs  ( based on experience ) Notice Period - Imme,"Java 8  ,  Springboot  ,  Spring"
183,      Front End Developer ,    Gratitude India,3 - 7 yrs,₹Rs 4.00 - 8.00 Lacs p.a.,"Bengaluru / Bangalore,  Hyderabad/Secunderabad,  Mumbai,  Pune,  Navi Mumbai",About the Company:-We are a product based company into Electric Vehicle charging space. Our offeringincludes an IOT based charging solution. Formed by entrepreneurs with exten,"Angular JS  ,  HTML  ,  CSS3  ,  Restful API Services - Springboot"
184,      Java Developer ,    Gratitude India,2 - 4 yrs,₹Rs 15.00 - 18.00 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Mumbai,  Pune,  Navi Mumbai",Position:- Java DeveloperDesignation:- Software EngineerExperience:- 2-4 yearsLocation:- PuneCTC - 20 lacs  ( depending on years of exp ) Shift: GeneralNotice Period: immediat,"Java 8  ,  Springboot  ,  Hibernate  ,  Microservices"
185,"      Field Engineer , System Engineer , Engineer ",    Rawat Consultancy,1 - 6 yrs,₹Rs 4.10 - 4.50 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Kolkata,  Mumbai","We are searching for a handy and seasoned field engineer with extensive experience working on-site ,  directing on-site functions ,  and enhancing efficiency and customer serv","Field Engineer  ,  engineer  ,  system engineer
 

"
186,      .net Developer ,    Gratitude India,7 - 12 yrs,₹Rs 22.00 - 25.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad,  Mumbai",Role: .net Developer- Full stackPosition: Full timeExperience: 7 to 14 YearsLooking for Experience  2 to 5 Years Full StackJob Location: Lanco Hills -HyderabadCTC: 15 LPA to 2,"Web API  ,  c#  ,  SQL  ,  Azure OR AWS  ,  Angular 5+"
187,      Salesforce Developer ,    Feham Hr Solutions,3 - 8 yrs,₹Rs 7.00 - 24.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Hyderabad/Secunderabad,  Mumbai",Job Location: Bangalore / Noida / Kolkata /  Hyderabad / Permanent remote work can also be providedExperience: 3 to 8 yearsSalary : 7 to 24 LpaNotice Period : 30 days maxJob R,"salesforce  ,  Lightning  ,  visual force  ,  Apex Classes  ,  Apex Triggers  ,  SoQL  ,  SoSL  ,  Java Script  ,  Aura"
188,"      Manufacturing Engineer , Engineer , System Engineer ",    Rawat Consultancy,1 - 6 yrs,₹Rs 3.90 - 4.10 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Noida/Greater Noida",We are looking for a talented manufacturing engineer to oversee and improve manufacturing processes. The manufacturing engineer's responsibilities include identifying areas fo,"Manufacturing Engineering  ,  Industrial  ,  Engineering"
189,"      Mechanical Engineer , Service Engineer , Operator ",    Rawat Consultancy,1 - 6 yrs,₹Rs 4.50 - 4.80 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Pune","We are looking for a skilled mechanical engineer to join our team. You will be responsible for working on all stages of our production cycles ,  from research and design to ma","Mechanical Engineer  ,  engineer  ,  technical support engineer
 

"
190,"      Electrical Engineer , Administrator , System Engineer ",    Rawat Consultancy,0 - 3 yrs,₹Rs 3.10 - 4.10 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai,  Noida/Greater Noida","We are hiring an electrical engineer to design and implement complex industrial ,  commercial ,  and domestic electrical systems. To do well in this role you should be a licen",Electronics Mechanical Electrical Engineering
191,"      Testing , Testing Software Engineer , Test Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.40 - 6.50 Lacs p.a.,"Ahmedabad,  Delhi,  Gurgaon,  Kolkata,  Noida/Greater Noida","Description:Must be proficient in development environments ,  debugging tools and source control systems.must have experience in cross platform development ,  must have worked","Software Testing  ,  software test engineer  ,  test engineer  ,  software tester  ,  qa engineer  ,  qa lead  ,  test lead  ,  test analyst"
192,"      Software Engineer , Software Developer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.40 - 5.50 Lacs p.a.,"Ahmedabad,  Delhi,  Gurgaon,  Kolkata,  Noida/Greater Noida","Description:Must be proficient in development environments ,  debugging tools and source control systems.must have experience in cross platform development ,  must have worked","programmer  ,   software engineer  ,   Java  ,   J2ee  ,  Jsp  ,  Servlet"
193,"      Design Engineer , Senior Design Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.50 - 6.50 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi/NCR,  Gurgaon","Job descriptionVery Urgent RequirementHere is an exciting opportunity For Design Engineer.Required Candidate profileThinking creatively to produce new ideas , concepts to deve","Sheet Metal  ,  3d Modeling  ,  Solid Modeling  ,  Assembling  ,  Metal Fabrication  ,  Piping  ,  Assembly  ,  Assembly Language  ,  Cam  ,  Cad  ,  Auto-cad"
194,"      Civil Engineer , Site Engineer , Desk Side Engineer ",    Rawat Consultancy,1 - 6 yrs,₹Rs 2.90 - 3.50 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Mumbai","We are looking for an innovative Civil Engineer to join our team! As a Civil Engineer at our company ,  you will mainly be responsible for designing ,  developing and construc","Civil Engineer  ,  site engineer  ,  site supervisor"
195,"      Production Supervisor ,  Production Manager ,  Production Executive ",    AppSoft Solutions,0 - 3 yrs,₹Rs 3.50 - 6.50 Lacs p.a.,"Ahmedabad,  Bengaluru / Bangalore,  Chennai,  Delhi,  Gurgaon","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent RequirementResponsibilitiesManage the smooth and efficient manufacturing of good","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
196,"      Design Engineer , Senior Design Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.50 - 6.50 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Job descriptionVery Urgent RequirementHere is an exciting opportunity For Design Engineer.Required Candidate profileThinking creatively to produce new ideas , concepts to deve","Sheet Metal  ,  3d Modeling  ,  Solid Modeling  ,  Assembling  ,  Metal Fabrication  ,  Piping  ,  Assembly  ,  Assembly Language  ,  Cam  ,  Cad  ,  Auto-cad"
197,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technologies,0 - 3 yrs,,Bengaluru / Bangalore,"We are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers for Intel's deep learning accelerators. In this role ,  you wi","Software Solutions Engineer  ,  Pytorch   ,  C"
198,      Software Engineer AI / ML Platform ,    zerogons services pvt ltd,7 - 10 yrs,,Pune,7  yrs of relevant Product Management Experience  Post full time MBA from a Tier 1 B-School onlyBackground in Product Management  /  Product DesignVisualize and Conceptualize ,"Product Design  ,  Software Engineer  ,  emerging IT trends"
199,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Compiler )  Job DescriptionWe are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers f","Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering"
200,      Senior Automation Engineer - AI / ML ,    Parallel Wireless,6 - 10 yrs,,Bengaluru / Bangalore,What you will do- Lead design and development of an automation framework and test cases to test AI applications- Integrate automation test cases with the CI and CD framework- ,"rest api  ,  software requirements  ,  sql  ,  docker  ,  java  ,  linux  ,  telecom  ,  software engineering  ,  perl  ,  python  ,  mobile  ,  team player  ,  infrastructure"
201,AI Software Solutions Engineer B ,    Intel Technology India Pvt Ltd,6 - 9 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer Job DescriptionYou will be working on cutting edge problems in Deep Learning for Intel AI Accelerator SW Stack in a fast paced ,  dynamic and st","algorithms  ,  c    ,  ece  ,  storage  ,  artificial intelligence  ,  debugging  ,  software engineering  ,  python"
202,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Compiler )  Job DescriptionWe are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers f","Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering"
203,      Software Engineer AI / ML Platform ,    zerogons services pvt ltd,2 - 5 yrs,,Pune,2-5 years of relevant experience with AI and MLExperience in programming / debugging used in business applicationsWorking knowledge of industry practice and standardsComprehen,"debugging  ,  business applications  ,  python  ,  django  ,  scope technologies"
204,      Data Engineer AI /  IoT Platform ,    CAREERXPERTS CONSULTING,1 - 4 yrs,,Bengaluru / Bangalore,"We are a well-funded tech start-up founded by a unique team of seasoned industry veterans ,  legendary Silicon Valley serial entrepreneurs ,  and young technology and artifici","fundamentals  ,  algorithms  ,  scala  ,  artificial intelligence  ,  database  ,  java  ,  data structures  ,  mysql  ,  shell scripting  ,  api  ,  team player  ,  written communication  ,  hdfs  ,  unix  /  linux"
205,      Sr. Software Engineer  ( AI CoE )  ,    Coupa Software Inc.,4 - 7 yrs,,Pune,"Responsibilities: Build AI applications as part of our Center of Excellence ,  enabling our customers to optimize their spend and maximize savings.automate data loading proces","bi  ,  sql  ,  python  ,  ruby"
206,AI Software Solutions Engineer  ( Embedded )  ,    Intel Technology India Pvt Ltd,5 - 8 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Embedded )  Job DescriptionJob Description :We are looking for a passionate embedded firmware and driver engineer to design ,  develop and op","c    ,  device drivers  ,  system software  ,  storage  ,  artificial intelligence  ,  linux  ,  software engineering  ,  api  ,  c  ,  problem solving  ,  embedded software  ,  system architecture"
207,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Compiler )  Job DescriptionWe are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers f","Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering"
208,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Compiler )  Job DescriptionWe are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers f","Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering"
209,AI Software Solutions Engineer  ( Compiler )  ,    Intel Technology India Pvt Ltd,0 - 3 yrs,,Bengaluru / Bangalore,"AI Software Solutions Engineer  ( Compiler )  Job DescriptionWe are looking for a dynamic compiler engineer to design ,  develop and optimize for performance ,  of compilers f","Information Systems  ,   Computer Science  ,   Computer Engineering  ,  Software Engineering"
210,"      Production Supervisor ,  Production Manager ,  Production Executive ",    AppSoft Solutions,0 - 3 yrs,₹Rs 3.50 - 6.50 Lacs p.a.,"Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Noida/Greater Noida,  Pune","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent RequirementResponsibilitiesManage the smooth and efficient manufacturing of good","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
211,      QA Engineer  / software testing ,    New Global Technologies,0 - 3 yrs,₹Rs 3.00 - 8.00 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune","Should have 1+ Yrs. experience in Manual Testing  /  Automation Testing.  Should have experience in creating Test Plans ,  Test scripts ,  Test cases.   Should have good knowl","QA Engineer   /  software testing  ,  Quality Assurance  ,  test engineer  ,  tester  ,  software test engineer  ,  qa  ,  Functional Testing  ,  Database Testing  ,  Etl Testing"
212,      Machine Learning Internship in Mumbai ,    Maxgen Technologies,0 - 1 yrs,,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","Maxgen Technologies Pvt Ltd offering Live Project  Internship in Mumbai. we are offering Internship in Core Python  , Machine Learning .why our Company is Best?we offer Live P","

ai
 
directions_walk
Walk-in Details 27-Mar-2022 - 26-May-2022  09:00 AM - 05:00 PM   Maxgen Technologies Pvt Ltd.
Ambiance 1505,Sector 19 D,
Opposite R.T.O,
Backside Of Fortune Hotel,
Vashi , Navi Mumbai
"
213,"      Architect ,  Architect Designer ,  Architect Consultant ",    Aryan technologies,0 - 3 yrs,₹Rs 3.50 - 7.00 Lacs p.a.,"Delhi,  Hyderabad/Secunderabad,  Kolkata,  Mumbai,  Pune",Job Description:Architect EngineerVery Urgent RequirementIf Your Profile Matches The Above Requirement And If You're Interested In The Above Opening Kindly Email Your Resume A,"Architectural Design  ,  Architectural Drafting  ,  Architectural engineer  ,  Architect Architect Designer  ,   Architect Consultant  ,   Architect Consultant"
214,"      Network Administrator , Network Engineer , System Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.40 - 4.50 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune","Description:Upgrade ,  install and troubleshoot networks ,  networking hardware devices and software.Good experience in setting up and managing LAN and WAN environment.in-dept","Senior IT Administrator  ,   Network Services  ,   Network Administration  ,   Cisco  ,   facilities datacenter management  ,   CCNA  ,   CCNP  ,   CCIE."
215,      Senior Software Engineer - AI / ML  ( .net )  ,    ICERTIS,4 - 8 yrs,,Pune,"Responsibilities : Implement product features that are secure ,  scalable ,  robust and easy to implement and maintainWork independently within self-organizing Agile teamsPlan","senior software engineer  ,  javascript  ,  jquery  ,  asp.net  ,  .net  ,  web api  ,  mvc  ,  windows azure"
216,      Principal Machine Learning Engineer AI Product Startup ,    CAREERXPERTS CONSULTING,6 - 9 yrs,,"Hyderabad/Secunderabad,  Chennai","Principal Machine Learning Engineer  AI Product Startup by SainathonFebruary 10 ,  2018 ML provides technical thought leadership on hard ,  business impacting problems. Report","algorithms  ,  c    ,  scala  ,  apache  ,  hadoop  ,  python  ,  machine learning  ,  mapreduce  ,  infrastructure  ,  hdfs"
217,      Lead UI Engineer AI  /  ML  Industry Leaders! ,    CAREERXPERTS CONSULTING,5 - 8 yrs,,Bengaluru / Bangalore,"You will join a well-funded tech start-up founded by a unique team of seasoned industry veterans ,  legendary Silicon Valley serial entrepreneurs ,  and young technology and A","artificial intelligence  ,  digitization  ,  python  ,  team player  ,  javascript  ,  node.js  ,  django"
218,      Senior Systems Design Engineer - AI / ML ,    Xilinx India Technology Services Pvt Ltd,5 - 8 yrs,,Hyderabad/Secunderabad,"Job DescriptionThe AI Engine systems team plays a key role in the development of C / C   based kernels for AI / ML systems ,  mapping a CNN / RNN / NLP network architecture in","c    ,  signal processing  ,  system development  ,  big data  ,  image processing  ,  python  ,  gdb  ,  dsp  ,  algorithms  ,  c  ,  kernel  ,  problem solving  ,  machine learning"
219,      Senior Systems Design Engineer - AI / ML ,    Xilinx India Technology Services Pvt Ltd,5 - 8 yrs,,Hyderabad/Secunderabad,Role:Define system architecture based on system requirements and create system design and validation specDefine functional and performance validation goals for intelligent vid,"dsp  ,  algorithms  ,  system development  ,  linux  ,  big data  ,  image processing  ,  problem solving  ,  machine learning  ,  system architecture"
220,AI Software Solutions Engineer  (  Full Stack Developer  )  ,    Intel Technology India Pvt Ltd,6 - 9 yrs,,Bengaluru / Bangalore,AI Software Solutions Engineer  (  Full Stack Developer  )  Job DescriptionYou will be working on cutting edge problems in Deep Learning for Intel AI Accelerator SW Stack in a,"algorithms  ,  c    ,  ece  ,  storage  ,  artificial intelligence  ,  debugging  ,  software engineering  ,  python"
221,"      Civil Engineer , Site Supervisor ",    Aryan technologies,0 - 3 yrs,₹Rs 3.75 - 6.75 Lacs p.a.,"Bengaluru / Bangalore,  Delhi,  Hyderabad/Secunderabad,  Mumbai,  Pune",Job Description:Civil Engineer  Very Urgent RequirementIf Your Profile Matches The Above Requirement And If You're Interested In The Above Opening Kindly Email Your Resume At ,"Construction Civil Engineering  ,  Civil Engineer  ,  site engineer  ,  site coordinator  ,  site consultant  ,  site supervisor"
222,"      Research Associate , ""Deep Learning Engineer"" ",    RESEARCH DEVELOPERS,1 - 6 yrs,₹Rs 1.00 - 3.00 Lacs p.a.,"Delhi,  Delhi/NCR,  Noida/Greater Noida",We are looking for an efficient technical person with engineering or science background for our research work. Freshers and experienced candidates are invited for this job rol,"deep learning  ,  machine learning  ,  ai  ,  Artificial Intelligence"
223,      Crimson AI - Principal Engineer - Python /  Node.Js /  Golang ,    CRIMSON INTERACTIVE PVT LTD,6 - 9 yrs,,Mumbai,"About the role:Ownership of the product you buildUnderstand the larger picture and work towards itProactively work on ensuring the flexibility of the product ,  ensuring tech ","coding  ,  Golang   ,  mentoring  ,   ensuring the flexibility"
224,AI / ML Developers ,    Anlage Infotech India Pvt Ltd,2 - 7 yrs,,Pune,"Job Position: AI / ML DevelopersExperience: 2-8 yearsJob Location: Pune  ( Hybrid / WFH ) Role and Responsibilities:As a member of the AI  /  ML Model Development team ,  you ","

AI  ,  ML  ,  NLP  ,  Python  ,  Advanced Algorithms"
225,      Spark Backend Data Engineer AI / ML US Startup ,    CAREERXPERTS CONSULTING,2 - 5 yrs,,Bengaluru / Bangalore,This is an early tech team with <20 team members offering tremendous growth opportunities.You will get an opportunity to apply your big data skills in real world. Are you the ,"algorithms  ,  scala  ,  rest api  ,  team player  ,  storage  ,  machine learning  ,  docker  ,  java  ,  j2ee  ,  web development  ,  hadoop  ,  api  ,  big data"
226,      Design Engineer ,    Aryan technologies,0 - 3 yrs,₹Rs 3.80 - 6.50 Lacs p.a.,"Ahmedabad,  Chennai,  Delhi/NCR,  Gurgaon,  Noida/Greater Noida",Job Description:We are hiring for Design EngineerVery Urgent Requirement If Your Profile Matches The Above Requirement And If You're Interested In The Above Opening Kindly Ema,"Sheet Metal  ,  3d Modeling  ,  Solid Modeling  ,  Assembling  ,  Metal Fabrication  ,  Piping  ,  Assembly  ,  Assembly Language"
227,      Automation Engineer ,    Afreen International Tours and Travels,2 - 7 yrs,,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Jeddah","Automation Engineer for a Food Processing Company at Jeddah ,  Saudi Arabia ,  toresearch and design automated equipment and systems ,  as well as overseee production ,  insta","Machine Learning  ,  AI  ,  Automation  ,  Systems Design  ,  Electrical Engineering  ,  Equipment Design  ,  HES  ,  Research"
228,"      Production Supervisor ,  Production Manager ,  Production Executive ",    Aryan technologies,0 - 3 yrs,₹Rs 3.50 - 6.75 Lacs p.a.,"Ahmedabad,  Chennai,  Delhi/NCR,  Kolkata,  Noida/Greater Noida","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent Requirement If Your Profile Matches The Above Requirement And If You're Interest","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
229,      Electrical Engineer ,    Aryan technologies,0 - 3 yrs,₹Rs 3.75 - 6.75 Lacs p.a.,"Bengaluru / Bangalore,  Delhi,  Hyderabad/Secunderabad,  Mumbai,  Pune",Job Description:Electrical EngineerVery Urgent RequirementIf Your Profile Matches The Above Requirement And If You're Interested In The Above Opening Kindly Email Your Resume ,"graduate  ,   electrical engineering  ,   thermal engineering  ,   diploma  ,   iti"
230,"      Testing , Testing Software Engineer , Test Engineer ",    AppSoft Solutions,0 - 3 yrs,₹Rs 2.40 - 6.50 Lacs p.a.,"Bengaluru / Bangalore,  Chennai,  Hyderabad/Secunderabad,  Mumbai,  Pune","Description:Must be proficient in development environments ,  debugging tools and source control systems.must have experience in cross platform development ,  must have worked",Software Testing
231,      Machine Learning Internship in Mumbai ,    Maxgen Technologies,0 - 1 yrs,,"Mumbai,  Dombivali,  Kalyan,  Navi Mumbai,  Thane","Maxgen Technologies Pvt Ltd offering Live Project  Internship in Mumbai. we are offering Internship in Core Python  , Machine Learning .why our Company is Best?we offer Live P","machine learning  ,  ai
 
directions_walk
Walk-in Details 27-Mar-2022 - 26-May-2022  09:00 AM - 05:00 PM   Maxgen Technologies Pvt Ltd.
Ambiance 1505,Sector 19 D,
Opposite R.T.O,
Backside Of Fortune Hotel,
Vashi , Navi Mumbai
"
232,"      Production Supervisor ,  Production Manager ,  Production Executive ",    Aryan technologies,0 - 3 yrs,₹Rs 3.50 - 6.75 Lacs p.a.,"Bengaluru / Bangalore,  Delhi,  Hyderabad/Secunderabad,  Mumbai,  Pune","Job Description:Production Supervisor ,  Production Manager ,  Production ExecutiveVery Urgent Requirement If Your Profile Matches The Above Requirement And If You're Interest","Production Supervisor  ,   Production Manager   ,  Production Executive  ,  production officer  ,  production incharge  ,  production engineer
 

"
233,      Data Science  /  AI  /  Machine learning  part Time Trainer ,    Anexas consultancy,3 - 8 yrs,,Bengaluru / Bangalore,Delivering and creating content for online / offline data science training Inspire students to persevere through the challenges of learning a new suite of skills  Continuously,"Training experience
        
       
directions_walk
Walk-in Details 16-May-2022 - 11-Jul-2022  10:00 AM - 07:00 PM   Anexas consultancy Pvt. Ltd. 111, 1st Floor, 17th B Main, 11th Cross Rd, Sector 4, HSR Layout, Bengaluru, Karnataka 560102
"
234,AI Platform Engineering Director ,    Schneider Electric Pvt Ltd,15 - 18 yrs,,Bengaluru / Bangalore,The attractiveness of a platform to end-users comes not from the platform itself but from what they can do with it. Schneider Digital is leading the digital transformation of ,"devops  ,  software engineering  ,  data structures  ,  github  ,  director  ,  mining  ,  nosql  ,  messaging  ,  fundamentals  ,  algorithms  ,  hosting  ,  security  ,  software engineer  ,  natural language processing  ,  machine learning  ,  project delivery  ,  splunk"
235,      Senior Engineer- Data and BI / AI ,    zf friedrichshafen -itc,3 - 6 yrs,,Hyderabad/Secunderabad,"Your Profile :Degree in computer science ,  business information technology or related disciplines with 3 years of analysis and development experience in analytics and BI envi","information technology  ,  bi  ,  sql  ,  database  ,  devops  ,  ssrs  ,  adf  ,  python  ,  problem solving"
236,      Senior Software Engineer-RPA  / AI ,    TECHNOPARK TRIVANDRUM,2 - 5 yrs,,Thiruvananthapuram,The candidate should be ready to work from our THIRUVANANTHAPURAM officeResponsibilities Include:Hands-on Experience with IQbotHands-on Experience with A2019Understand the Pro,"solution architect  ,  testing  ,  uat  ,  ui"
237,AI Software / Accelerators Development Engineer ,    Xilinx India Technology Services Pvt Ltd,6 - 9 yrs,,Hyderabad/Secunderabad,Vitis AI / Vision is a library of AIE / PL  ( HLS / RTL )  Accelerators / IPs and SW compilers and other components which accelerate vision algorithms and apps on FPGAs with a,"algorithms  ,  c    ,  signal processing  ,  compilers  ,  big data  ,  python  ,  c  ,  machine learning"
238,      Senior AI Leader ,    APPLYCUP HIRING SOLUTIONS LLP,10 - 13 yrs,,Bengaluru / Bangalore,"Qualification : M tech / MS or Higher Experience : 10 - 12 YearsSkills : consulting ,  services experienceJob Description :Job Description:-Looking to build the next generatio","it management  ,  oracle  ,  machine learning"
239,AI  Visual Computing TSS ,    Intel Technologies,2 - 5 yrs,,Bengaluru / Bangalore,AI  Visual Computing TSS Job DescriptionThis is a commission-based technical specialist position within DCG  ( Data Center Group )  Sales Group in Intel's SMG  ( Sales and Mar,"technical specialist  ,  linux  ,  debugging  ,  python  ,  cloud services  ,  c   programming  ,  team player  ,  machine learning  ,  written communication"
240,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,1 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
241,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
242,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
243,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
244,      Principal Consultant - Data AI ,    kyndryl india pvt ltd,0 - 3 yrs,,"Hyderabad/Secunderabad,  Noida/Greater Noida,  Bengaluru / Bangalore","Our world has never been more alive with opportunities and ,  at Kyndryl ,  were ready to seize them. We design ,  build ,  manage and modernize the mission-critical technolog","principal consultant  ,  artificial intelligence  ,  devops  ,  big data  ,  cli  ,  github  ,  python  ,  impala  ,  visual studio  ,  software developer  ,  microsoft technologies  ,  scala  ,  bi  ,  data warehousing  ,  sharepoint  ,  storage  ,  sql  ,  database  ,  hadoop  ,  machine learning"
